text,AC,ACP,label
I had to ask her three times before she finally came back with the dish Ive requested.,service,negative,1
The hostess and the waitress were incredibly rude and did everything they could to rush us out.,service,negative,1
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,service,negative,1
"Great food, great decor, great service.",service,positive,3
"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",service,negative,1
Service was very good and warm.,service,positive,3
The food was mediocre at best but it was the horrible service that made me vow never to go back.,service,negative,1
The only thing the waiters don't do for you is wipe your chin when you leave.,service,positive,3
"Good, fast service.",service,positive,3
"The kitchen however, is almost always slow.",service,negative,1
service was efficient courteous.,service,positive,3
"The service, wine selection, ambiance are all outstanding and deserve recognition.",service,positive,3
"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",service,positive,3
"The atmosphere is unheralded, the service impecible, and the food magnificant.",service,positive,3
"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",service,negative,1
"Once you become a regular, you are treated as one.",service,positive,3
"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",service,positive,3
Drawbacks: service is slow and they don't toast!,service,negative,1
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,service,positive,3
"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",service,negative,1
"Staffs are not that friendly, but the taste covers all.",service,negative,1
"During the course of the past 3 months, the chef and staff changed and it was not for the better.",service,negative,1
Fast service.,service,positive,3
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",service,positive,3
"Waitstaff is great, very attentive.",service,positive,3
"Service is great, takeout is good too.",service,positive,3
"The food arrived 20 minutes after I called, cold and soggy.",service,negative,1
I've always been seated propmtly.,service,positive,3
Service is fast and friendly.,service,positive,3
Okay service.,service,neutral,2
"The service was typical short-order, dinner type.",service,neutral,2
"The ambience was nice, but service wasn't so great.",service,negative,1
The servers give you some sample slices of your order while you wait (shortly I might add).,service,positive,3
"Aside from the rushed service, we were very impressed with the food and the drinks.",service,negative,1
Always great service!,service,positive,3
"The wait staff is friendly, and the food has gotten better and better!",service,positive,3
"Otherwise, this place has great service and prices and a nice friendly atmosphere.",service,positive,3
"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",service,positive,3
"We were worried we would have trouble getting in, but somehow managed to have a short wait.",service,positive,3
The service is not consistently excellent -- just decent.,service,neutral,2
"Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!",service,negative,1
The food always tastes fresh and served promptly.,service,positive,3
Some servers make you feel like they are doing you a favor to bring you the food.,service,negative,1
"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",service,negative,1
"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",service,negative,1
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",service,positive,3
One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.,service,positive,3
I've waited over one hour for food.,service,negative,1
I had been searching really hard for a restaurant in New York where I could really feel unwanted and ignored and I finally found it!,service,negative,1
"Nice atmosphere, the service was very pleasant and the desert was good.",service,positive,3
Overall A oh ya even though there is waiting it is deff worth it,service,negative,1
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,service,negative,1
The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,service,negative,1
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,service,positive,3
"During our meal, the management came over and checked on us and even bought us a round of drinks.",service,positive,3
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",service,positive,3
"They are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.",service,negative,1
"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.",service,negative,1
"Even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.",service,positive,3
"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",service,positive,3
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,service,positive,3
"Drinks got screwed up, she acted put upon.",service,negative,1
"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",service,negative,1
Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.,service,positive,3
And they provided a delicious dessert on the house!,service,positive,3
It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,service,negative,1
"We have been to this place many times, and always have great food, wine, and service.",service,positive,3
"After all that, they complained to me about the small tip.",service,negative,1
Bartender was unable to tear himself away from friends at bar.,service,negative,1
Our first greeting when we entered was The last call is at 10:15.,service,negative,1
"Everyone I have spoken too there is super friendly, helpful, and willing to the extra mile for a customer.",service,positive,3
This is a great Thai restaurant with a very friendly staff.,service,positive,3
The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,service,negative,1
No one asked what was wrong as we left with nothing touched on our plates.,service,negative,1
They wouldnt even let me finish my glass of wine before offering another.,service,positive,3
After my 3rd time the manager remembered me and treated me like an usual customer.,service,positive,3
"We only ordered desserts and drinks, but no refills were offered.",service,negative,1
The service was attentive.,service,positive,3
"Found service above average, but that could be because we were 13 of us.",service,positive,3
Service is average.,service,neutral,2
"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",service,positive,3
Won't or Can't is not in the service directory.,service,positive,3
We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,service,positive,3
"Kind, attentive wait staff.",service,positive,3
The service was excellent - friendly and attentive.,service,positive,3
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,service,negative,1
"The food is wonderful, tasty and filling, and the service is professional and friendly.",service,positive,3
"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",service,negative,1
"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",service,positive,3
The food was great and the service was even better.,service,positive,3
"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",service,negative,1
"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",service,positive,3
"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",service,positive,3
Everyone is welcomed in as family.,service,positive,3
The food there is so good that even to order out the wait is incredible.,service,negative,1
You are treated just like royality.,service,positive,3
"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.",service,positive,3
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",service,positive,3
The wine the service was very good too.,service,positive,3
"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",service,positive,3
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,service,negative,1
We ran a little late for the reservation but it wasn't a problem to get our table immediately.,service,positive,3
"We didn't even see a menu, as our waiter described both the specials and the main dishes.",service,positive,3
Ive been here a bunch of times now and the service is always outstanding.,service,positive,3
"Service here was great, food was fantastic.",service,positive,3
When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,service,negative,1
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,service,positive,3
This is my first time writing a review for a restaurant because the food and service was excellent.,service,positive,3
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,service,positive,3
"Great food, good size menu, great service and an unpretensious setting.",service,positive,3
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,service,positive,3
"however, it's the service that leaves a bad taste in my mouth.",service,negative,1
Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,service,negative,1
The service was attentive and her suggestions of menu items was right on the mark.,service,positive,3
"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",service,negative,1
The bartender on my most recent visit was so incredibly rude that I will never go back.,service,negative,1
"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",service,positive,3
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",service,positive,3
"To my right, the hostess stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a table for six.",service,negative,1
You have to increase the service a lot.,service,negative,1
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",service,negative,1
"good music, great food, speedy service affordable prices.",service,positive,3
"And the staff is also young, energeic and hot!!!!",service,positive,3
The counter service is bad.,service,negative,1
"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",service,positive,3
"Fabulous service, fantastic food, and a chilled out atmosphere and environment.",service,positive,3
(and I have eaten my share) Which impresses me for having such a large amount of people to serve.,service,positive,3
"The staff are attentive, and have smiles on their faces.",service,positive,3
And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,service,negative,1
The food is delicious and beautifully prepared along with the friendly and personable service.,service,positive,3
"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.",service,positive,3
"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.",service,positive,3
The staff is courteous and friendly.,service,positive,3
The waiters were not attentive except that the bill turned up on the table before we were finished.,service,negative,1
They never came back to refill our glasses again.,service,negative,1
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service,positive,3
The service is fantastic.,service,positive,3
The food and staff always surprise me with the new heights they are taken to.,service,positive,3
"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking).",service,positive,3
I've never been treated so rudely.,service,negative,1
"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).",service,negative,1
The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,service,negative,1
"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",service,negative,1
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",service,negative,1
"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",service,negative,1
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,service,positive,3
It was rather pathetic that it took them over an hour to seat us.,service,negative,1
"Got club soda, filled with ice, no lime.",service,negative,1
"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",service,negative,1
It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.,service,negative,1
The staff there is very attentive and down to earth.,service,positive,3
"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",service,negative,1
The takeout is great too since they give high quality tupperware as well.,service,positive,3
Kenny the owner is always there and he treats my family like we are part of his family.,service,positive,3
Why make a reservation if you aren't going to keep it?,service,negative,1
"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",service,negative,1
"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",service,negative,1
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",service,negative,1
The hostess is rude to the point of being offensive.,service,negative,1
Service was also very good.,service,positive,3
Staff is very accomodating.,service,positive,3
This place would be so much better served by being run by a group that actually understands customer service.,service,negative,1
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",service,positive,3
"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.",service,positive,3
"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",service,positive,3
The entire place and the treatment we received felt as a conveyor belt.,service,negative,1
We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,service,positive,3
Food was good not great not worth the wait or another visit,service,negative,1
"The service was bad, the food took to forever to come, we sat on the upper level.",service,negative,1
"we did notice however, that some tables had what looked like pita instead of naan.",service,negative,1
"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",service,positive,3
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,service,positive,3
"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",service,positive,3
Service and food is what any one would expect when spending that type of money.,service,neutral,2
"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",service,positive,3
The owners and employees are friendly and their pizza is fantastic.,service,positive,3
"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",service,negative,1
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,service,positive,3
"A very inviting restaurant, with friendly service.",service,positive,3
While the food was good (certainly no Il Mulino) the service was horrendous.,service,negative,1
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",service,negative,1
But who says Murray's is anything about service.,service,neutral,2
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",service,positive,3
The staff ignored my friends and I the entire time we were there.,service,negative,1
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",service,negative,1
The staff was the friendliest that have seen in New York.,service,positive,3
The service is descent even when this small place is packed.,service,positive,3
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",service,positive,3
I cannot imagine a friendlier staff working in a restaurant.,service,positive,3
We both opted for a pasta dish and they were served timely and fresh.,service,positive,3
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,service,negative,1
All we received was an apology as we left to see our show without dinner.,service,negative,1
He offers subpar service and has no personality.,service,negative,1
"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",service,positive,3
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,service,positive,3
"The food, drinks and service are clearly among the best in the city.",service,positive,3
sometimes i get good food and ok service.,service,neutral,2
Where Gabriela personaly greets you and recommends you what to eat.,service,positive,3
"It's really also the service, is good and the waiters are friendly.",service,positive,3
"Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens.",service,positive,3
"If presentation and service is your thing, then this magic show works.",service,positive,3
"For the people who want great food plus great service, Roxy is a place to AVOID!",service,negative,1
"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.",service,negative,1
Delivery service is great too.,service,positive,3
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",service,positive,3
"If it isn't for the food (A+++), it must be the service or the ambience.",service,positive,3
The service is a little scatty at times but all is forgiven when the food arrives.,service,negative,1
"Yeah, sometimes the service can be slow.",service,negative,1
We had a party in their private room and they made it truly memorable and were very helpful in the planning.,service,positive,3
I recieved prompt service with a smile.,service,positive,3
"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",service,positive,3
"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",service,negative,1
They are FAST.,service,positive,3
"Again, the waitress was awesome.",service,positive,3
"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,negative,1
"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",service,negative,1
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",service,positive,3
"Great food, great lay out and awesome service.",service,positive,3
The food is so cheap and the waiters are nice.,service,positive,3
"The staff has always been attentive and kind, and I've always been amazed at how they've handled all the various different group sizes that come in.",service,positive,3
While I'm not sure that this happens all the time-this is the kind of treatment that buys repeat business!,service,positive,3
The service is good and the resturant is clean.,service,positive,3
From the moment we walked in they were more than accomodating even though the place was packed.,service,positive,3
"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",service,positive,3
The waiter was attentive.,service,positive,3
"The one up front will smile and say What can I get for you, brother?",service,neutral,2
"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",service,positive,3
"When family came in he gave them apps to test their palets, and then ordered for them.",service,neutral,2
The service was great as well.,service,positive,3
"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",service,negative,1
"The vibe is very relaxed and cozy, service was great and the food was excellent!",service,positive,3
Great pizza and fantastic service.,service,positive,3
The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,service,positive,3
The ambience is authentic and relaxing and we have always received attentive and prompt service.,service,positive,3
Even after they overcharged me the last time I was there.,service,negative,1
They didn't give us the dinner special until we asked for it.,service,negative,1
"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.",service,positive,3
"They brought glasses and the bottle, and just left the bottle at our table.",service,negative,1
"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",service,positive,3
The only problem is that the manager is a complete incompetent.,service,negative,1
"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",service,negative,1
Total hipster-wannabe attitude in an otherwise sweet spot.,service,negative,1
"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,negative,1
Go to Volare for 1st class service and terrific food.,service,positive,3
"However, service was as plain as sesame crusted Salmon I had.",service,neutral,2
It's easy to get a table for a large group and you don't get hustled out.,service,positive,3
"Sure enough, exactly 30 minutes later we got the call and were seated promptly.",service,positive,3
But the staff was so horrible to us.,service,negative,1
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,service,positive,3
"Interesting selection, good wines, service fine, fun decor.",service,positive,3
Much of the time it seems like they do not care about you.,service,negative,1
"They have it all -- great price, food, and service.",service,positive,3
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",service,positive,3
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,service,negative,1
"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",service,negative,1
We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,service,positive,3
Has the chef and owner changed???,service,neutral,2
"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.",service,negative,1
"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",service,positive,3
Faan's got a great concept but a little rough on the delivery.,service,negative,1
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",service,negative,1
"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",service,positive,3
The waitress suggested glasses of wine that went very well with the food.,service,positive,3
Our waiter and all of the people helping him were attentive and genuine.,service,positive,3
"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",service,positive,3
She gets 10 for her excellent service and advice.,service,positive,3
"Nice ambiance, nice little bar, good bartender, Francois, and good service.",service,positive,3
The waitress was very patient with us and the food is phenomenal!,service,positive,3
Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.,service,negative,1
We were told that they were booked solid and no other table was available.,service,negative,1
The waiter actually poured water on my hand and walked away.,service,negative,1
"We had reservations at 9pm, but was not seated until 10:15pm.",service,negative,1
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,service,positive,3
"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",service,neutral,2
